他感冒了。|He caught a cold.|tā gǎn mào le。
他们发誓要向绑架者报仇.|They swore to take their revenge on the kidnappers.|tā men fā shì yào xiàng bǎng jià zhě bào chóu.
你犯的这种罪不可能被处以绞刑.|You can't hang for such a crime.|nǐ fàn de zhè zhǒng zuì bù kě néng bèi chù yǐ jiǎo xíng.
没有水植物就不会长得茂盛。|Plants will not flourish without water.|méi yǒu shuǐ zhí wù jiù bù huì zhǎng de mào shèng。
暖和的天气诱使我们去游泳.|The warm weather tempted us into going for a swim.|nuǎn huó de tiān qì yòu shǐ wǒ men qù yóu yǒng.
火车误点，使你无法赴宴会了。|The train kept you from going to the party.|huǒ chē wù diǎn， shǐ nǐ wú fǎ fù yàn huì le。
辽阔的平原绵延数百英里。|The vast plains stretch for hundreds of miles.|liáo kuò de píng yuán mián yán shù bǎi yīng lǐ。
乌鸦啄出了那头死羊的眼睛。|The crow pecked out the eyes of the dead sheep.|wū yā zhuó chū le nà tou sǐ yáng de yǎn jīng。
那伙人踏著轻快的步伐沿街走去.|The band swung lightly down the street.|nà huǒ rén tà著 qīng kuài de bù fá yàn jiē zǒu qù.
该空军中队执行一侦察任务.|The squadron flew a reconnaissance mission.|gāi kōng jūn zhòng duì zhí xíng yī zhēn chá rèn wu.
在旧社会，贵族们生活奢侈。|In old society, the gentry lived in luxury.|zài jiù shè huì， guì zú men shēng huó shē chǐ。
在收获季节里农民非常忙碌.|Farmers are very busy during (the) harvest.|zài shōu huò jì jié lǐ nóng mín fēi cháng máng lù.
吃樱桃前要先把梗儿去掉.|Remove the stalks from the cherries before you eat them.|jí yīng táo qián yào xiān bǎ gěng er qù diào.
水渗透石灰石则形成洞穴。|Caves form when water infiltrates limestone.|shuǐ shèn tòu shí huī shí zé xíng chéng dòng xuè。
铅会在相当低的温度下熔化。|Lead will fuse at quite a low temperature.|qiān kuài zài xiāng dāng dī de wēn dù xià róng huà。
磷肥含有磷化合物的一种化肥|A fertilizer containing phosphorus compounds.|lín féi hán yǒu lín huà hé wù de yī zhòng huà féi
校舍的屋顶上覆盖着积雪。|The roof of the schoolhouse is covered with snow.|xiào shè de wū dǐng shàng fù gài zhuó jī xuě。
他们正在凿山建一条隧道.|They are digging through the hill to make a tunnel.|tā men zhèng zài zuò shān jiàn yī tiáo suì dào.
男孩子们带着猎鹰出去打猎了。|The boys went hunting with their falcon.|nán hái zǐ men dài zhuó liè yīng chū qù dǎ liè le。
他振作精神准备全力以赴。|He braced every nerve for a supreme effort.|tā zhèn zuò jīng shén zhǔn bèi quán lì yǐ fù。
他哄她同意带她去看电影。|He coaxed her into letting him take her to the cinema.|tā hòng tā tóng yì dài tā qù kàn diàn yǐng。
派遣了一些士兵守卫右翼.|A number of men were detached to guard the right flank.|pài qiǎn le yī xiē shì bīng shǒu wèi yòu yì.
他看来是贿赂了守卫而逃跑的.|He had apparently escaped by bribing a guard.|tā kàn lai shì huì lù le shǒu wèi ér táo pǎo de.
渡船定期往返于英吉利海峡。|Ferryboats ply across the English Channel.|dù chuán dìng qī wǎng fǎn yú yīng jí lì hǎi xiá。
法官命令把他拘留两星期.|The magistrate remanded him in custody for two weeks.|fǎ guān mìng lìng bǎ tā jū liú liǎng xīng qī.
父亲在花园里掘出一枚古钱币。|Father dug up an old coin in the garden.|fù qīn zài huā yuán lǐ jué chū yī méi gǔ qián bì。
这个作家不太擅长写对白。|The writer is not very good at writing dialogues.|zhè gè zuò jiā bù tài shàn cháng xiě duì bái。
这船的桅杆都在风暴中刮掉了.|The ship lost its masts in the gale.|zhè chuán de wéi gǎn dōu zài fēng bào zhòng guā diào le.
他们开始津津有味地大吃起来.|They fell to (eating) with great gusto.|tā men kāi shǐ jīn jīn yǒu wèi de dà chī qǐ lai.
派遣了一些士兵守卫右翼.|A number of men were detached to guard the right flank.|pài qiǎn le yī xiē shì bīng shǒu wèi yòu yì.
牛奶放在炉灶上的锅里热着。|The milk is warmed in a saucepan on the stove.|niú nǎi fàng zài lú zào shàng de guō lǐ rè zhuó。
多读书或许可以减少你的疑惑。|More reading may be allaying your doubt.|duō dú shū huò xǔ kě yǐ jiǎn shǎo nǐ de yí huò。
这些精美的绘画使四壁生辉。|Fine paintings graced the walls of the room.|zhè xie jīng měi de huì huà shǐ sì bì shēng huī。
很多种野生兰越来越罕见了.|Many kinds of wild orchid are becoming rare.|hěn duō zhòng yě shēng lán yuè lái yuè hǎn jiàn le.
茂密的森林环抱着那个村庄。|A thick forest girdled the village about.|mào mì de sēn lín huán bào zhuó nèi gè cūn zhuāng。
很多种野生兰越来越罕见了.|Many kinds of wild orchid are becoming rare.|hěn duō zhòng yě shēng lán yuè lái yuè hǎn jiàn le.
我们普遍有大祸降临的感觉。|We are all pervaded with a sense of disaster.|wǒ men pǔ biàn yǒu dà huò jiàng lìn de gǎn jué。
红宝石项链照亮了她的脸庞。|Her ruby necklace brightened her face.|hóng bǎo shí xiàng liàn zhào liàng le tā de liǎn páng。
她的生活到目前仍一帆风顺。|Her life has run smoothly up to now.|tā de shēng huó dào mù qián réng yī fān fēng shùn。
人们戴着黑纱哀悼我们的领导。|People wore crapes to mourn our leader.|rén men dài zhuó hēi shā āi dào wǒ men de lǐng dǎo。
来城堡参观者不得拍照。|Visitors to the castle are asked not to take photographs.|lái chéng bǎo cān guān zhě bù dé pāi zhào。
内阁阁员是由首相挑选的.|Members of the Cabinet are chosen by the Prime Minister.|nèi gé gé yuán shì yóu shǒu xiàng tiāo xuǎn de.
新闻界是捍卫我们自由的卫兵。|The press is a sentinel of our liberty.|xīn wén jiè shì hàn wèi wǒ men zì yóu de wèi bīng。
我时而喜欢抽一支大雪茄烟。|I like to smoke a big cigar every now and then.|wǒ shí ér xǐ huan chōu yī zhī dà xuě qié yān。
我们到公园去看日本樱花。|We went to the park to see Japanese cherry blossoms.|wǒ men dào gōng yuán qù kàn Rì běn yīng huā。
我见过火山喷发出的熔岩流。|I've seen the stream of lava from a volcano.|wǒ xiàn guò huǒ shān pèn fā chū de róng yán liú。
提到烹饪，就超过我的所能了|I am out of my depth when it comes to cooking.|tí dào pēng rèn， jiù chāo guò wǒ de suǒ néng le
他回到家里时已是疲惫不堪。|He was beaten out with fatigue when he got home.|tā huí dào jiā lǐ shí yǐ shì pí bèi bù kān。
我就是觉得这件事莫名其妙。|I was just wondering about that myself.|wǒ jiù shì jué de zhè jiàn shì mò míng qí miào。
雄性的精子使雌性的卵子受精.|The male sperm fertilizes the female egg.|xióng xìng de jīng zǐ shǐ cí xìng de luǎn zǐ shòu jīng.
一个小男孩在阳台上放风筝。|A boy is flying a kite in the piazza.|yī gè xiǎo nán hái zài yáng tái shàng fàng fēng zhēng。
他们不惜工本装修这栋房子。|They decorated the house regardless of cost.|tā men bù xī gōng běn zhuāng xiū zhè dòng fáng zi。
我在晚会上丢失了水晶项链。|I lost my crystal necklace at the party.|wǒ zài wǎn huì shàng diū shī le shuǐ jīng xiàng liàn。
外科医生切除了她乳房的肿块.|The surgeon excised the lump from her breast.|wài kē yī shēng qiè chú le tā rǔ fáng de zhǒng kuài.
冰淇淋对孩子们非常有吸引力。|Ice cream is attractive to children.|bīng qí lìn duì hái zi men fēi cháng yǒu xī yǐn lì。
磷肥含有磷化合物的一种化肥|A fertilizer containing phosphorus compounds.|lín féi hán yǒu lín huà hé wù de yī zhòng huà féi
政府正奉行不干预政策。|The government is pursuing a policy of non-intervention.|zhèng fǔ zhèng fèng xíng bù gān yù zhèng cè。
这是我买过的最奢侈的东西.|It was the most extravagant purchase I have ever made.|zhè shì wǒ mǎi guò de zuì shē chǐ de dōng xi.
她大喊大叫地抱怨房租太高.|She's kicking up an awful fuss about the high rent.|tā dà hǎn dà jiào de bào yuàn fáng zū tài gāo.
高大的树木成拱形横跨过那条河.|Tall trees arched across the river.|gāo dà de shù mù chéng gǒng xíng héng kuà guò nà tiáo hé.
部长被查出挪用了公款。|The minister was found to have appropriated government money.|bù zhǎng bèi chá chū nuó yòng le gōng kuǎn。
她捐款给一个动物保护协会。|She subscribes to an animal protection society.|tā juān kuǎn jǐ yī gè dòng wù bǎo hù xié huì。
高大的树木成拱形横跨过那条河.|Tall trees arched across the river.|gāo dà de shù mù chéng gǒng xíng héng kuà guò nà tiáo hé.
水冲击在岩石上溅起了泡沫.|The water frothed as it tumbled down the rocks.|shuǐ chōng jī zài yán shí shàng jiàn qǐ le pào mò.
这座山里有许多相通的洞穴.|Under the mountain there is a network of caves.|zhè zuò shān lǐ yǒu xǔ duō xiāng tōng de dòng xuè.
花园里的空气又温暖又芬芳。|The air in the garden was warm and fragrant.|huā yuán lǐ de kōng qì yòu wēn nuǎn yòu fēn fāng。
蝗虫把树上的叶子都吃光了。|Locust had stripped the leaves off the trees.|huáng chóng bǎ shù shàng de yè zi dōu jí guāng le。
那部耸人听闻的书曾轰动一时.|The outrageous book created a sensation.|nà bù sǒng rén tìng wén de shū zēng hōng dòng yī shí.
商店连同其商誉一并出售.|The goodwill is being sold together with the shop.|shāng diàn lián tóng qí shāng yù yī bìng chū shòu.
仆人唱名通报史密斯先生来访。|The servant announced Mr. Smith.|pú rén chàng míng tōng bào shǐ mì sī xiān sheng lái fǎng。
跟踪野生动物必须悄然无声。|Tracking wild animals requires great stealth.|gēn zōng yě shēng dòng wù bì xū qiǎo rán wú shēng。
她左手上戴着一枚钻石戒指。|She wears a diamond ring on her left hand.|tā zuǒ shǒu shàng dài zhuó yī méi zuàn shí jiè zhi。
我在晚会上丢失了水晶项链。|I lost my crystal necklace at the party.|wǒ zài wǎn huì shàng diū shī le shuǐ jīng xiàng liàn。
易腐的食物应储存在冰箱里.|Perishable food should be stored in a refrigerator.|yì fǔ de shí wù yìng chǔ cún zài bīng xiāng lǐ.
她生活的唯一目的似乎是发财。|Get rich seem to be her only purpose in life.|tā shēng huó de wéi yī mù dì sì hu shì fā cái。
商业周期就是淡旺期交替。|The business cycle is a series of peaks and troughs.|shāng yè zhōu qī jiù shì dàn wàng qī jiāo tì。
他失踪一事警方正在调查.|His disappearance is being looked into by the police.|tā shī zōng yī shì jǐng fāng zhèng zài diào chá.
窗帘在敞开的窗户前摆动。|The curtains were flapping at the open window.|chuāng lián zài chǎng kāi de chuāng hu qián bǎi dòng。
这本书中有很多淫秽的语言。|There are much obscene languages in this book.|zhè běn shū zhòng yǒu hěn duō yín huì de yǔ yán。
不缴纳税款就可能被起诉.|Failureto pay your taxes will make you liable to prosecution.|bù jiǎo nà shuì kuǎn jiù kě néng bèi qǐ sù.
他的遗体埋葬在教堂的墓地里.|His mortal remains are buried in the churchyard.|tā de yí tǐ mái zàng zài jiào táng de mù dì lǐ.
那群野蛮的士兵杀了很多人。|The group of barbaric soldiers killed many people.|nà qún yě mán de shì bīng shā le hěn duō rén。
这些鱼的重量从3磅到5磅不等.|These fish vary in weight from 3 lb to 5 lb.|zhè xie yú de zhòng liàng zò3ng bàng dào bàng bù děng.
他放在后裤兜中的钱包被偷了。|His wallet is stolen from his back pocket.|tā fàng zài hòu kù dōu zhòng dì qián bāo bèi tōu le。
内阁阁员是由首相挑选的.|Members of the Cabinet are chosen by the Prime Minister.|nèi gé gé yuán shì yóu shǒu xiàng tiāo xuǎn de.
我们必须消除分歧以挽救公司.|We must sink our differences and save the firm.|wǒ men bì xū xiāo chú fēn qí yǐ wǎn jiù gōng sī.
木匠店的地板上满是刨花.|The floor of the carpenter's shop was covered with shavings.|mù jiàng diàn de dì bǎn shàng mǎn shì bào huā.
咱们考虑一下搬家的利弊吧。|Let's consider the pluses and minuses of moving house.|zán men kǎo lu:4 yī xià bān jiā de lì bì ba。
勘探人员进入了一片沙漠地带。|The explorers entered upon a desert tract.|kān tàn rén yuán jìn rù le yī piàn shā mò dì dài。
街上的噪音使她神经紧张。|Her nerves were frayed by the noises in the street.|jiē shàng de zào yīn shǐ tā shén jīng jǐn zhāng。
圣坛遭到破坏公物的人故意损坏.|The altar had been defiled by vandals.|shèng tán zāo dào pò huài gōng wù de rén gù yì sǔn huài.
杰克曲意巴结，赢得了她的欢心。|Jack insinuated himself into her favour.|jié kè qǔ yì bā jié， yíng dé le tā de huān xīn。
有许多恒星比我们的太阳还要大.|There are many suns larger than ours.|yǒu xǔ duō héng xīng bì wǒ men de tài yáng huán yào dà.
你用手电筒照一下这抽屉里面。|Shine your torch into the drawer.|nǐ yòng shǒu diàn tǒng zhào yī xià zhè chōu ti lǐ miàn。
他们撇下我走了, 使我很不痛快.|I was annoyed to find they had left without me.|tā men piě xià wǒ zǒu le,  shǐ wǒ hěn bù tòng kuai.
这些灌木的蔓生枝条该剪了.|These straggly stems should be pruned off the bush.|zhè xie guàn mù de màn shēng zhī tiáo gāi jiǎn le.
我洗过淋浴后觉得爽快了一些。|I took a shower and it braced me up a bit.|wǒ xǐ guò lìn yù hòu jué de shuǎng kuài le yī xiē。
黄鼠狼主要以老鼠和兔子为食。|Weasel lives mainly on rats and rabbits.|huáng shǔ láng zhǔ yào yǐ lǎo shǔ huò tù zi wèi sì。
他耳聋阻碍了他与别人的交往.|His deafness shuts him off from the lives of others.|tā ěr lóng zǔ ài le tā yù bié rén de jiāo wǎng.
她行为古怪我感到莫名其妙.|I was puzzled by the oddity of her behaviour.|tā xíng wéi gǔ guài wǒ gǎn dào mò míng qí miào.
她设法弄到了招待会的请帖.|She managed to wangle an invitation to the reception.|tā shè fǎ nòng dào le zhāo dài huì de qǐng tiě.
我有种感觉我们正被人跟踪。|I have a feeling that we are being followed.|wǒ yǒu zhòng gǎn jué wǒ men zhèng bèi rén gēn zōng。
